user_id,start,end,activity,hr_mean,hr_std,steps_lambda,hrv_mean,hrv_std,spo2_mean,spo2_std,steps_std,skin_mean,skin_std,scl_mean,scl_std
1,2025-05-17 14:00:00,2025-05-17 15:30:00,study,63.69,3.61,0.22,70.29,5.51,99.1,0.13,0.6,34.16,0.11,5.6,0.8
1,2025-05-17 15:30:00,2025-05-17 17:30:00,hangout,71.24,2.27,0.3,67.2,4.87,98.7,0.14,0.19,34.33,0.11,5.4,0.7
1,2025-05-17 17:30:00,2025-05-17 19:00:00,relax,62.36,2.97,0.03,72.04,5.91,99.0,0.12,0.24,33.87,0.08,4.1,0.25
1,2025-05-17 19:00:00,2025-05-17 19:45:00,cook_dinner,71.85,3.42,0.3,62.7,4.75,98.8,0.16,0.74,34.38,0.16,4.6,0.35
1,2025-05-17 19:45:00,2025-05-17 20:30:00,dinner,75.53,4.29,0.5,58.43,3.97,98.7,0.17,1.05,34.25,0.13,4.6,0.35
1,2025-05-17 20:30:00,2025-05-17 23:30:00,night_out,71.99,3.46,0.3,60.24,5.14,98.7,0.19,0.98,34.32,0.12,5.4,0.7
1,2025-05-17 23:30:00,2025-05-18 09:00:00,sleep,52.19,1.9,0.01,75.24,6.22,98.9,0.17,0.05,33.98,0.08,3.8,0.2
1,2025-05-18 09:00:00,2025-05-18 09:05:00,wake_up,63.58,3.34,0.01,67.62,5.83,98.9,0.13,0.05,34.21,0.11,5.4,0.7
1,2025-05-18 09:05:00,2025-05-18 09:15:00,toilet,67.72,3.9,0.08,67.08,4.72,99.0,0.19,0.31,34.22,0.15,4.3,0.3
1,2025-05-18 09:15:00,2025-05-18 09:25:00,shower,71.42,4.87,0.29,65.13,5.2,98.8,0.15,0.54,34.34,0.15,4.3,0.3
1,2025-05-18 09:25:00,2025-05-18 09:30:00,get_ready,71.18,2.74,0.3,66.03,4.75,98.8,0.09,0.86,34.33,0.13,4.1,0.25
1,2025-05-18 09:30:00,2025-05-18 10:00:00,breakfast,73.05,4.09,0.5,61.02,4.33,98.6,0.12,0.64,34.13,0.18,4.6,0.35
1,2025-05-18 10:00:00,2025-05-18 12:00:00,city_walk,90.47,6.09,6.42,59.56,5.19,98.5,0.23,4.39,34.52,0.24,5.1,0.6
1,2025-05-18 12:00:00,2025-05-18 13:00:00,cook_lunch,71.02,3.61,0.3,64.15,4.24,99.0,0.15,0.64,34.42,0.14,4.6,0.35
1,2025-05-18 13:00:00,2025-05-18 14:00:00,lunch_family,74.41,4.1,0.5,62.72,3.96,98.6,0.15,1.35,34.1,0.15,4.6,0.35
1,2025-05-18 14:00:00,2025-05-18 15:30:00,rest_nap,57.54,2.22,0.01,73.89,6.17,98.8,0.1,0.13,33.96,0.14,3.8,0.2
1,2025-05-18 15:30:00,2025-05-18 17:30:00,hangout,72.26,4.3,0.3,66.14,4.85,98.9,0.14,0.96,34.3,0.15,5.4,0.7
1,2025-05-18 17:30:00,2025-05-18 18:30:00,relax,59.15,2.76,0.05,71.93,6.09,99.0,0.15,0.28,33.98,0.08,4.1,0.25
1,2025-05-18 18:30:00,2025-05-18 19:15:00,cook_dinner,72.68,3.18,0.3,61.96,4.11,98.8,0.09,0.62,34.39,0.14,4.6,0.35
1,2025-05-18 19:15:00,2025-05-18 20:00:00,dinner,74.8,4.42,0.5,64.04,2.89,98.8,0.17,1.54,34.14,0.11,4.6,0.35
1,2025-05-18 20:00:00,2025-05-18 22:00:00,tv_reading,62.01,2.39,0.17,72.15,5.97,99.0,0.17,0.1,33.97,0.12,4.1,0.25
1,2025-05-18 22:00:00,2025-05-18 22:30:00,shower,72.51,5.43,0.3,59.72,4.94,98.7,0.2,0.32,34.4,0.13,4.3,0.3
1,2025-05-18 22:30:00,2025-05-18 23:30:00,relax,59.46,2.99,0.0,71.0,6.38,99.1,0.17,0.18,34.06,0.13,4.1,0.25
1,2025-05-18 23:30:00,2025-05-19 07:30:00,sleep,53.51,1.77,0.01,76.39,5.75,99.0,0.15,0.07,34.09,0.1,3.8,0.2
1,2025-05-19 07:30:00,2025-05-19 07:35:00,wake_up,65.04,2.92,0.09,69.49,5.67,98.9,0.16,0.28,34.11,0.1,5.4,0.7
1,2025-05-19 07:35:00,2025-05-19 07:45:00,toilet,67.71,4.17,0.25,64.91,5.5,98.9,0.14,0.05,34.24,0.16,4.3,0.3
1,2025-05-19 07:45:00,2025-05-19 07:55:00,shower,71.38,5.24,0.3,68.18,4.7,98.7,0.17,0.31,34.32,0.15,4.3,0.3
1,2025-05-19 07:55:00,2025-05-19 08:00:00,get_ready,72.5,4.12,0.3,69.28,4.36,98.7,0.18,0.23,34.24,0.16,4.1,0.25
1,2025-05-19 08:00:00,2025-05-19 08:20:00,breakfast,73.88,3.92,0.5,61.98,4.4,98.7,0.13,0.8,34.14,0.16,4.6,0.35
1,2025-05-19 08:20:00,2025-05-19 08:30:00,prep_bag_uni,70.41,3.18,0.18,65.84,3.64,98.9,0.13,0.35,34.21,0.2,5.4,0.7
1,2025-05-19 08:30:00,2025-05-19 08:40:00,walk,86.9,6.05,6.72,56.5,4.55,98.4,0.3,4.41,34.63,0.25,5.1,0.6
1,2025-05-19 08:40:00,2025-05-19 09:00:00,bus,65.14,2.41,0.3,67.26,4.27,98.8,0.19,0.19,33.96,0.08,5.1,0.6
1,2025-05-19 09:00:00,2025-05-19 13:00:00,class,61.47,2.95,0.17,68.99,6.31,99.0,0.18,0.18,34.24,0.09,5.6,0.8
1,2025-05-19 13:00:00,2025-05-19 13:45:00,lunch,74.92,3.59,0.5,58.56,4.12,98.5,0.15,0.83,34.17,0.16,4.6,0.35
1,2025-05-19 13:45:00,2025-05-19 14:00:00,walk,88.76,5.57,6.54,58.55,4.65,98.5,0.27,4.0,34.78,0.26,5.1,0.6
1,2025-05-19 14:00:00,2025-05-19 16:00:00,class,61.79,2.85,0.07,71.6,5.34,98.9,0.13,0.39,34.1,0.13,5.6,0.8
1,2025-05-19 16:00:00,2025-05-19 16:30:00,commute_home,68.64,2.97,0.3,63.71,3.76,98.9,0.12,0.39,34.21,0.15,5.1,0.6
1,2025-05-19 16:30:00,2025-05-19 18:30:00,study,65.13,3.33,0.17,68.12,6.04,99.0,0.14,0.77,34.01,0.11,5.6,0.8
1,2025-05-19 18:30:00,2025-05-19 19:15:00,walk,85.15,6.41,6.84,61.53,5.09,98.7,0.29,4.16,34.59,0.27,5.1,0.6
1,2025-05-19 19:15:00,2025-05-19 20:00:00,cook_dinner,70.92,3.21,0.3,60.52,4.33,98.7,0.14,0.66,34.3,0.14,4.6,0.35
1,2025-05-19 20:00:00,2025-05-19 20:45:00,dinner,74.92,3.98,0.5,60.45,4.43,98.5,0.14,0.96,34.23,0.12,4.6,0.35
1,2025-05-19 20:45:00,2025-05-19 22:30:00,tv_reading,61.4,2.46,0.21,70.66,5.53,99.0,0.18,0.05,33.99,0.1,4.1,0.25
1,2025-05-19 22:30:00,2025-05-19 22:45:00,shower,70.54,6.08,0.3,64.9,4.69,98.8,0.23,0.33,34.4,0.13,4.3,0.3
1,2025-05-19 22:45:00,2025-05-19 23:30:00,relax,59.63,2.91,0.02,66.17,6.71,98.9,0.14,0.45,33.99,0.1,4.1,0.25
1,2025-05-19 23:30:00,2025-05-20 07:30:00,sleep,51.53,1.85,0.01,75.73,6.12,98.9,0.15,0.05,34.04,0.1,3.8,0.2
1,2025-05-20 07:30:00,2025-05-20 07:35:00,wake_up,65.66,3.03,0.13,70.03,6.11,98.9,0.16,0.34,34.24,0.11,5.4,0.7
1,2025-05-20 07:35:00,2025-05-20 07:45:00,toilet,67.44,3.92,0.24,65.9,5.47,98.7,0.15,0.33,34.19,0.16,4.3,0.3
1,2025-05-20 07:45:00,2025-05-20 07:55:00,shower,70.13,4.86,0.3,66.02,5.23,98.8,0.2,0.85,34.46,0.14,4.3,0.3
1,2025-05-20 07:55:00,2025-05-20 08:00:00,get_ready,69.32,3.73,0.3,62.14,4.67,98.8,0.17,0.69,34.25,0.16,4.1,0.25
1,2025-05-20 08:00:00,2025-05-20 08:20:00,breakfast,73.4,3.83,0.5,64.26,3.89,98.8,0.2,0.9,33.97,0.17,4.6,0.35
1,2025-05-20 08:20:00,2025-05-20 08:30:00,prep_bag_uni,69.59,3.15,0.3,64.17,4.52,98.8,0.19,0.65,34.18,0.14,5.4,0.7
1,2025-05-20 08:30:00,2025-05-20 08:40:00,walk,86.67,6.33,6.9,59.48,5.07,98.6,0.24,3.87,34.54,0.25,5.1,0.6
1,2025-05-20 08:40:00,2025-05-20 09:00:00,bus,67.79,3.0,0.06,65.81,4.36,99.0,0.13,0.11,33.99,0.11,5.1,0.6
1,2025-05-20 09:00:00,2025-05-20 13:00:00,class,62.81,2.74,0.12,72.25,5.6,98.9,0.19,0.27,34.05,0.11,5.6,0.8
1,2025-05-20 13:00:00,2025-05-20 13:45:00,lunch,75.96,3.86,0.5,64.32,4.43,98.6,0.19,1.03,34.14,0.15,4.6,0.35
1,2025-05-20 13:45:00,2025-05-20 14:00:00,walk,87.0,6.22,6.51,61.68,5.06,98.6,0.23,4.18,34.59,0.22,5.1,0.6
1,2025-05-20 14:00:00,2025-05-20 16:00:00,class,64.02,2.81,0.3,67.19,5.93,98.9,0.12,0.15,34.14,0.1,5.6,0.8
1,2025-05-20 16:00:00,2025-05-20 16:30:00,commute_home,67.05,2.27,0.18,64.93,4.25,98.9,0.08,0.38,34.28,0.18,5.1,0.6
1,2025-05-20 16:30:00,2025-05-20 17:30:00,study,61.73,2.68,0.06,69.29,5.51,99.1,0.15,0.23,34.13,0.1,5.6,0.8
1,2025-05-20 17:30:00,2025-05-20 17:45:00,prep_football,78.48,3.7,0.3,59.78,4.87,98.9,0.16,0.7,34.37,0.12,7.5,1.1
1,2025-05-20 17:45:00,2025-05-20 18:00:00,walk,84.12,5.78,7.2,63.8,4.82,98.5,0.2,4.12,34.61,0.27,5.1,0.6
1,2025-05-20 18:00:00,2025-05-20 19:30:00,football,137.09,9.92,9.48,50.6,6.71,98.3,0.31,5.58,34.91,0.37,7.5,1.1
1,2025-05-20 19:30:00,2025-05-20 19:45:00,shower,69.12,4.57,0.3,61.11,4.84,98.8,0.24,0.48,34.48,0.16,4.3,0.3
1,2025-05-20 19:45:00,2025-05-20 20:00:00,return_home,68.36,3.05,0.3,68.39,3.95,98.8,0.1,0.28,34.01,0.19,5.4,0.7
1,2025-05-20 20:00:00,2025-05-20 20:45:00,dinner,75.72,3.75,0.5,64.06,3.55,98.6,0.13,1.07,34.25,0.17,4.6,0.35
1,2025-05-20 20:45:00,2025-05-20 22:30:00,relax,62.25,2.5,0.18,69.66,5.27,98.9,0.13,0.05,33.92,0.09,4.1,0.25
1,2025-05-20 22:30:00,2025-05-20 22:45:00,shower,71.74,5.69,0.18,61.42,4.68,98.9,0.19,0.31,34.46,0.17,4.3,0.3
1,2025-05-20 22:45:00,2025-05-20 23:30:00,relax,60.98,2.17,0.11,70.53,5.9,99.0,0.18,0.17,34.08,0.13,4.1,0.25
1,2025-05-20 23:30:00,2025-05-21 07:30:00,sleep,53.55,2.3,0.01,75.93,7.04,98.9,0.17,0.11,33.99,0.09,3.8,0.2
1,2025-05-21 07:30:00,2025-05-21 07:35:00,wake_up,64.33,3.12,0.04,66.42,5.61,99.1,0.15,0.33,34.31,0.09,5.4,0.7
1,2025-05-21 07:35:00,2025-05-21 07:45:00,toilet,68.51,4.02,0.13,65.63,5.24,98.9,0.14,0.32,34.47,0.11,4.3,0.3
1,2025-05-21 07:45:00,2025-05-21 07:55:00,shower,71.6,4.9,0.29,63.44,5.27,98.9,0.21,0.67,34.5,0.17,4.3,0.3
1,2025-05-21 07:55:00,2025-05-21 08:00:00,get_ready,70.34,3.7,0.3,63.37,3.87,98.6,0.15,0.66,34.21,0.17,4.1,0.25
1,2025-05-21 08:00:00,2025-05-21 08:20:00,breakfast,74.18,4.54,0.5,59.87,4.18,98.8,0.13,0.76,34.21,0.13,4.6,0.35
1,2025-05-21 08:20:00,2025-05-21 08:30:00,prep_bag_uni,71.35,3.34,0.3,60.75,4.05,98.9,0.12,0.52,34.17,0.14,5.4,0.7
1,2025-05-21 08:30:00,2025-05-21 08:40:00,walk,86.29,5.48,6.57,61.03,4.91,98.5,0.28,4.25,34.52,0.22,5.1,0.6
1,2025-05-21 08:40:00,2025-05-21 09:00:00,bus,65.86,2.72,0.23,68.58,4.37,98.8,0.18,0.09,34.11,0.08,5.1,0.6
1,2025-05-21 09:00:00,2025-05-21 13:00:00,class,62.32,3.4,0.08,71.63,5.07,99.0,0.14,0.6,33.91,0.11,5.6,0.8
1,2025-05-21 13:00:00,2025-05-21 13:45:00,lunch,77.27,3.71,0.5,62.28,3.41,98.7,0.19,1.2,34.19,0.15,4.6,0.35
1,2025-05-21 14:00:00,2025-05-21 16:00:00,library_study,62.7,3.31,0.09,74.07,6.53,99.1,0.12,0.05,33.97,0.1,5.6,0.8
1,2025-05-21 16:00:00,2025-05-21 16:30:00,return_home,66.88,3.2,0.3,67.15,3.73,98.8,0.16,0.32,34.24,0.16,5.4,0.7
1,2025-05-21 16:30:00,2025-05-21 18:00:00,study,65.31,2.55,0.17,68.27,5.96,99.1,0.18,0.53,34.03,0.1,5.6,0.8
1,2025-05-21 18:00:00,2025-05-21 19:00:00,brisk_walk,104.7,6.31,8.79,55.36,5.2,98.6,0.21,4.82,34.82,0.31,5.1,0.6
1,2025-05-21 19:00:00,2025-05-21 19:45:00,cook_dinner,71.3,3.45,0.3,65.87,3.41,98.9,0.18,0.67,34.2,0.17,4.6,0.35
1,2025-05-21 19:45:00,2025-05-21 20:30:00,dinner,75.57,3.42,0.5,68.25,4.01,98.6,0.12,1.4,34.27,0.18,4.6,0.35
1,2025-05-21 20:30:00,2025-05-21 22:00:00,tv_reading,62.3,3.0,0.02,70.33,6.11,99.1,0.16,0.05,34.01,0.08,4.1,0.25
1,2025-05-21 22:00:00,2025-05-21 22:30:00,shower,68.21,5.33,0.3,63.48,5.33,98.9,0.22,0.84,34.44,0.16,4.3,0.3
1,2025-05-21 22:30:00,2025-05-21 23:30:00,relax,61.29,1.99,0.18,66.11,5.77,99.0,0.13,0.05,34.15,0.12,4.1,0.25
1,2025-05-21 23:30:00,2025-05-22 07:30:00,sleep,52.18,2.31,0.01,76.41,5.9,98.7,0.15,0.14,34.08,0.1,3.8,0.2
1,2025-05-22 07:30:00,2025-05-22 07:35:00,wake_up,65.5,2.76,0.12,71.03,5.99,99.1,0.17,0.12,34.26,0.14,5.4,0.7
1,2025-05-22 07:35:00,2025-05-22 07:45:00,toilet,67.24,3.62,0.15,67.99,5.45,98.9,0.09,0.22,34.34,0.15,4.3,0.3
1,2025-05-22 07:45:00,2025-05-22 07:55:00,shower,71.22,4.79,0.3,64.69,5.23,98.8,0.22,0.54,34.33,0.16,4.3,0.3
1,2025-05-22 07:55:00,2025-05-22 08:00:00,get_ready,71.95,3.96,0.3,63.07,4.18,98.8,0.16,0.58,34.21,0.13,4.1,0.25
1,2025-05-22 08:00:00,2025-05-22 08:20:00,breakfast,71.48,2.75,0.5,66.64,4.72,98.6,0.15,0.76,34.1,0.13,4.6,0.35
1,2025-05-22 08:20:00,2025-05-22 08:30:00,prep_bag_uni,69.73,3.43,0.3,66.33,3.87,98.8,0.12,0.28,34.08,0.16,5.4,0.7
1,2025-05-22 08:30:00,2025-05-22 08:40:00,walk,85.59,5.25,6.57,57.5,5.66,98.6,0.27,4.32,34.52,0.25,5.1,0.6
1,2025-05-22 08:40:00,2025-05-22 09:00:00,bus,67.66,2.55,0.24,64.34,4.72,98.9,0.16,0.38,34.15,0.11,5.1,0.6
1,2025-05-22 09:00:00,2025-05-22 13:00:00,class,63.77,3.28,0.3,69.93,6.07,99.1,0.14,0.05,34.04,0.1,5.6,0.8
1,2025-05-22 13:00:00,2025-05-22 13:45:00,lunch,74.55,4.2,0.5,58.74,4.41,98.5,0.14,1.47,34.17,0.15,4.6,0.35
1,2025-05-22 14:00:00,2025-05-22 17:00:00,library_study,62.92,2.31,0.16,71.13,6.74,98.9,0.14,0.06,33.92,0.12,5.6,0.8
1,2025-05-22 17:00:00,2025-05-22 17:15:00,return_home,69.03,2.78,0.25,64.87,3.81,98.8,0.14,0.28,34.14,0.15,5.4,0.7
1,2025-05-22 17:15:00,2025-05-22 17:30:00,prep_football,78.29,3.78,0.3,65.32,4.85,98.7,0.12,0.69,34.38,0.14,7.5,1.1
1,2025-05-22 17:30:00,2025-05-22 17:45:00,walk,86.29,6.8,6.6,61.41,5.21,98.6,0.28,3.93,34.71,0.24,5.1,0.6
1,2025-05-22 17:45:00,2025-05-22 19:15:00,football,135.43,9.56,9.03,51.15,5.53,98.3,0.28,5.66,34.93,0.34,7.5,1.1
1,2025-05-22 19:15:00,2025-05-22 19:30:00,shower,70.45,4.91,0.3,62.36,4.71,98.7,0.16,0.51,34.42,0.18,4.3,0.3
1,2025-05-22 19:30:00,2025-05-22 19:45:00,return_home,70.25,3.96,0.29,65.48,3.48,99.0,0.15,0.48,34.11,0.16,5.4,0.7
1,2025-05-22 19:45:00,2025-05-22 20:30:00,dinner,75.25,4.06,0.5,64.38,4.82,98.6,0.17,0.47,34.25,0.11,4.6,0.35
1,2025-05-22 20:30:00,2025-05-22 22:00:00,tv_reading,61.37,1.97,0.08,71.68,5.26,99.0,0.13,0.47,34.03,0.08,4.1,0.25
1,2025-05-22 22:00:00,2025-05-22 22:30:00,shower,70.43,5.62,0.3,62.16,4.89,98.8,0.18,0.11,34.35,0.18,4.3,0.3
1,2025-05-22 22:30:00,2025-05-22 23:30:00,relax,60.54,2.46,0.09,75.44,6.0,99.1,0.13,0.07,34.0,0.08,4.1,0.25
1,2025-05-22 23:30:00,2025-05-23 07:30:00,sleep,52.76,2.86,0.01,75.0,6.28,98.8,0.18,0.06,33.99,0.08,3.8,0.2
1,2025-05-23 07:30:00,2025-05-23 07:35:00,wake_up,64.88,3.11,0.02,66.03,6.71,99.1,0.16,0.05,34.2,0.1,5.4,0.7
1,2025-05-23 07:35:00,2025-05-23 07:45:00,toilet,68.48,4.29,0.17,63.07,5.03,98.8,0.14,0.25,34.34,0.19,4.3,0.3
1,2025-05-23 07:45:00,2025-05-23 07:55:00,shower,68.67,5.91,0.3,64.7,4.43,98.9,0.2,0.44,34.25,0.15,4.3,0.3
1,2025-05-23 07:55:00,2025-05-23 08:00:00,get_ready,72.01,3.41,0.3,67.27,4.24,98.9,0.15,0.61,34.31,0.15,4.1,0.25
1,2025-05-23 08:00:00,2025-05-23 08:20:00,breakfast,70.84,3.93,0.5,65.25,4.63,98.8,0.14,0.85,34.15,0.19,4.6,0.35
1,2025-05-23 08:20:00,2025-05-23 08:30:00,prep_bag_uni,69.17,2.56,0.3,68.0,4.66,98.9,0.19,0.56,34.03,0.15,5.4,0.7
1,2025-05-23 08:30:00,2025-05-23 08:40:00,walk,86.75,5.95,6.54,58.07,4.6,98.7,0.31,4.1,34.62,0.23,5.1,0.6
1,2025-05-23 08:40:00,2025-05-23 09:00:00,bus,67.77,3.2,0.05,67.93,4.72,98.9,0.2,0.61,34.08,0.11,5.1,0.6
1,2025-05-23 09:00:00,2025-05-23 13:00:00,class,63.1,2.75,0.18,71.34,6.09,98.9,0.14,0.16,33.93,0.11,5.6,0.8
1,2025-05-23 13:00:00,2025-05-23 13:45:00,lunch,76.5,4.39,0.5,60.85,4.62,98.7,0.15,1.06,34.29,0.17,4.6,0.35
1,2025-05-23 14:00:00,2025-05-23 16:00:00,library_study,63.34,3.01,0.06,74.85,6.34,99.0,0.19,0.14,34.11,0.13,5.6,0.8
1,2025-05-23 16:00:00,2025-05-23 16:30:00,return_home,67.89,3.23,0.3,71.23,3.7,99.0,0.15,0.1,34.19,0.15,5.4,0.7
1,2025-05-23 16:30:00,2025-05-23 18:00:00,walk,84.73,6.12,6.9,60.48,4.78,98.6,0.25,4.14,34.69,0.26,5.1,0.6
1,2025-05-23 18:00:00,2025-05-23 19:00:00,relax,59.32,2.28,0.1,73.25,6.52,99.1,0.15,0.27,33.88,0.11,4.1,0.25
1,2025-05-23 19:00:00,2025-05-23 19:45:00,cook_dinner,70.71,3.47,0.3,64.61,3.65,98.8,0.13,0.51,34.47,0.17,4.6,0.35
1,2025-05-23 19:45:00,2025-05-23 20:30:00,dinner,75.41,3.84,0.5,65.08,4.12,98.5,0.22,1.09,34.23,0.17,4.6,0.35
1,2025-05-23 20:30:00,2025-05-23 23:30:00,night_out,72.56,4.3,0.3,61.54,5.11,98.9,0.18,0.65,34.4,0.14,5.4,0.7
1,2025-05-23 23:30:00,2025-05-24 08:30:00,sleep,52.51,2.35,0.01,71.85,5.78,98.9,0.16,0.28,34.15,0.13,3.8,0.2
1,2025-05-24 08:30:00,2025-05-24 08:35:00,wake_up,65.06,2.99,0.0,66.28,5.73,99.0,0.17,0.05,34.16,0.1,5.4,0.7
1,2025-05-24 08:35:00,2025-05-24 08:45:00,toilet,66.92,4.17,0.22,64.55,5.02,98.9,0.12,0.3,34.34,0.13,4.3,0.3
1,2025-05-24 08:45:00,2025-05-24 08:55:00,shower,69.01,4.39,0.3,61.36,4.86,98.9,0.16,0.39,34.57,0.16,4.3,0.3
1,2025-05-24 08:55:00,2025-05-24 09:00:00,get_ready,70.56,3.44,0.3,68.39,4.29,98.7,0.11,0.62,34.19,0.14,4.1,0.25
1,2025-05-24 09:00:00,2025-05-24 09:30:00,breakfast,72.91,4.43,0.5,62.79,3.36,98.7,0.11,0.96,34.38,0.17,4.6,0.35
1,2025-05-24 09:30:00,2025-05-24 10:00:00,prep_out,70.85,4.78,0.3,66.33,3.39,98.8,0.11,0.65,34.3,0.14,5.4,0.7
1,2025-05-24 10:00:00,2025-05-24 12:00:00,long_walk,99.31,6.77,7.59,59.64,4.41,98.4,0.25,4.93,34.81,0.3,5.1,0.6
1,2025-05-24 12:00:00,2025-05-24 12:15:00,shower,70.62,4.65,0.3,63.41,4.89,98.8,0.22,0.34,34.34,0.16,4.3,0.3
1,2025-05-24 12:15:00,2025-05-24 13:00:00,relax,57.37,2.26,0.0,73.41,5.82,99.0,0.15,0.05,33.97,0.1,4.1,0.25
1,2025-05-24 13:00:00,2025-05-24 14:00:00,lunch,75.49,3.83,0.5,59.69,4.02,98.7,0.11,1.25,34.26,0.17,4.6,0.35
1,2025-05-24 14:00:00,2025-05-24 15:30:00,study,64.36,3.25,0.3,68.4,5.58,98.9,0.2,0.6,33.93,0.09,5.6,0.8
1,2025-05-24 15:30:00,2025-05-24 17:30:00,hangout,69.61,3.99,0.3,61.07,5.37,98.8,0.16,0.66,34.34,0.12,5.4,0.7
1,2025-05-24 17:30:00,2025-05-24 19:00:00,relax,59.99,2.54,0.0,70.39,5.85,99.0,0.13,0.05,33.85,0.1,4.1,0.25
1,2025-05-24 19:00:00,2025-05-24 19:45:00,cook_dinner,71.64,2.95,0.3,63.41,3.82,98.6,0.17,0.45,34.31,0.13,4.6,0.35
1,2025-05-24 19:45:00,2025-05-24 20:30:00,dinner,74.53,4.46,0.5,64.26,4.13,98.7,0.1,0.99,34.18,0.17,4.6,0.35
1,2025-05-24 20:30:00,2025-05-24 23:30:00,night_out,71.39,4.11,0.3,66.32,4.95,98.9,0.15,0.48,34.12,0.17,5.4,0.7
1,2025-05-24 23:30:00,2025-05-25 09:00:00,sleep,53.81,2.86,0.01,73.87,5.95,99.0,0.2,0.21,34.03,0.13,3.8,0.2
1,2025-05-25 09:00:00,2025-05-25 09:05:00,wake_up,66.28,2.37,0.0,66.76,6.52,99.0,0.14,0.05,34.09,0.12,5.4,0.7
1,2025-05-25 09:05:00,2025-05-25 09:15:00,toilet,68.96,4.54,0.29,60.72,4.5,98.9,0.14,0.24,34.21,0.17,4.3,0.3
1,2025-05-25 09:15:00,2025-05-25 09:25:00,shower,71.55,5.2,0.29,64.35,4.46,98.8,0.12,0.14,34.37,0.2,4.3,0.3
1,2025-05-25 09:25:00,2025-05-25 09:30:00,get_ready,68.84,3.0,0.3,68.54,4.58,98.9,0.14,0.5,34.31,0.14,4.1,0.25
1,2025-05-25 09:30:00,2025-05-25 10:00:00,breakfast,74.87,3.36,0.5,62.08,3.91,98.6,0.12,1.29,34.18,0.16,4.6,0.35
1,2025-05-25 10:00:00,2025-05-25 12:00:00,city_walk,86.94,5.99,6.18,60.2,5.15,98.6,0.22,4.03,34.64,0.25,5.1,0.6
1,2025-05-25 12:00:00,2025-05-25 13:00:00,cook_lunch,70.66,4.26,0.3,66.16,3.54,98.9,0.17,0.55,34.2,0.11,4.6,0.35
1,2025-05-25 13:00:00,2025-05-25 14:00:00,lunch_family,75.26,4.21,0.5,62.19,3.41,98.7,0.12,1.08,34.16,0.13,4.6,0.35
1,2025-05-25 14:00:00,2025-05-25 15:30:00,rest_nap,57.21,2.13,0.01,75.17,5.86,98.7,0.13,0.26,33.94,0.13,3.8,0.2
1,2025-05-25 15:30:00,2025-05-25 17:30:00,hangout,68.97,3.7,0.3,65.9,3.95,98.7,0.19,0.54,34.38,0.14,5.4,0.7
1,2025-05-25 17:30:00,2025-05-25 18:30:00,relax,61.17,1.95,0.02,69.25,6.09,99.0,0.16,0.05,33.93,0.1,4.1,0.25
1,2025-05-25 18:30:00,2025-05-25 19:15:00,cook_dinner,70.76,3.93,0.3,63.35,4.18,98.8,0.1,0.49,34.38,0.15,4.6,0.35
1,2025-05-25 19:15:00,2025-05-25 20:00:00,dinner,72.98,4.14,0.5,60.25,3.54,98.8,0.09,0.88,34.21,0.18,4.6,0.35
1,2025-05-25 20:00:00,2025-05-25 22:00:00,tv_reading,62.66,2.16,0.25,67.29,6.11,99.0,0.12,0.29,33.96,0.11,4.1,0.25
1,2025-05-25 22:00:00,2025-05-25 22:30:00,shower,68.79,5.13,0.3,66.3,4.98,98.9,0.22,0.42,34.46,0.17,4.3,0.3
1,2025-05-25 22:30:00,2025-05-25 23:30:00,relax,61.57,1.58,0.0,73.77,5.5,99.1,0.17,0.05,33.84,0.09,4.1,0.25
1,2025-05-25 23:30:00,2025-05-26 07:30:00,sleep,55.49,2.15,0.01,73.0,6.49,98.9,0.13,0.33,34.05,0.08,3.8,0.2
1,2025-05-26 07:30:00,2025-05-26 07:35:00,wake_up,63.44,3.68,0.02,67.66,6.2,99.0,0.16,0.16,34.21,0.16,5.4,0.7
1,2025-05-26 07:35:00,2025-05-26 07:45:00,toilet,69.09,3.57,0.29,64.42,5.18,98.8,0.12,0.42,34.38,0.16,4.3,0.3
1,2025-05-26 07:45:00,2025-05-26 07:55:00,shower,72.02,5.15,0.3,62.99,5.33,98.9,0.2,0.43,34.53,0.15,4.3,0.3
1,2025-05-26 07:55:00,2025-05-26 08:00:00,get_ready,71.09,3.69,0.3,63.36,4.65,98.8,0.21,0.76,34.25,0.16,4.1,0.25
1,2025-05-26 08:00:00,2025-05-26 08:20:00,breakfast,74.37,4.52,0.5,62.38,3.96,98.7,0.12,1.17,34.23,0.18,4.6,0.35
1,2025-05-26 08:20:00,2025-05-26 08:30:00,prep_bag_uni,69.99,3.34,0.3,63.41,4.43,98.9,0.19,0.63,34.16,0.15,5.4,0.7
1,2025-05-26 08:30:00,2025-05-26 08:40:00,walk,86.46,5.78,6.99,61.16,4.64,98.8,0.25,3.88,34.53,0.28,5.1,0.6
1,2025-05-26 08:40:00,2025-05-26 09:00:00,bus,69.19,2.9,0.3,69.43,4.72,98.9,0.17,0.35,34.04,0.11,5.1,0.6
1,2025-05-26 09:00:00,2025-05-26 13:00:00,class,64.75,2.92,0.12,70.95,5.74,98.9,0.18,0.16,34.0,0.09,5.6,0.8
1,2025-05-26 13:00:00,2025-05-26 13:45:00,lunch,77.53,4.34,0.5,59.64,3.86,98.7,0.16,1.12,34.22,0.17,4.6,0.35
